eventName,eventId,year,awardName,categoryName,newCategoryName,primaryNomineeName,primaryNomineeCode,secondaryNomineeName,secondaryNomineeCode,awardNominationId,isWinner,string
"Academy Awards, USA",ev0000003,2014,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Prisoners'],['tt1392214'],['Roger Deakins'],['nm0005683'],an0481774,False,"{""primaryNominees"": [""tt1392214""], ""secondaryNominees"": [""nm0005683""]}"
"Academy Awards, USA",ev0000003,2014,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['The Grandmaster'],['tt1462900'],['Philippe Le Sourd'],['nm0494628'],an0481770,False,"{""primaryNominees"": [""tt1462900""], ""secondaryNominees"": [""nm0494628""]}"
"Academy Awards, USA",ev0000003,2015,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Birdman or (The Unexpected Virtue of Ignorance)'],['tt2562232'],['Emmanuel Lubezki'],['nm0523881'],an0606510,True,"{""primaryNominees"": [""tt2562232""], ""secondaryNominees"": [""nm0523881""]}"
"Academy Awards, USA",ev0000003,2015,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Ida'],['tt2718492'],"['Lukasz Zal', 'Ryszard Lenczewski']","['nm2617994', 'nm0501755']",an0606514,False,"{""primaryNominees"": [""tt2718492""], ""secondaryNominees"": [""nm2617994"", ""nm0501755""]}"
"Academy Awards, USA",ev0000003,2015,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Mr. Turner'],['tt2473794'],['Dick Pope'],['nm0005836'],an0606512,False,"{""primaryNominees"": [""tt2473794""], ""secondaryNominees"": [""nm0005836""]}"
"Academy Awards, USA",ev0000003,2015,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['The Grand Budapest Hotel'],['tt2278388'],['Robert D. Yeoman'],['nm0005934'],an0606511,False,"{""primaryNominees"": [""tt2278388""], ""secondaryNominees"": [""nm0005934""]}"
"Academy Awards, USA",ev0000003,2015,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Unbroken'],['tt1809398'],['Roger Deakins'],['nm0005683'],an0606513,False,"{""primaryNominees"": [""tt1809398""], ""secondaryNominees"": [""nm0005683""]}"
"Academy Awards, USA",ev0000003,2016,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['The Revenant'],['tt1663202'],['Emmanuel Lubezki'],['nm0523881'],an0704519,True,"{""primaryNominees"": [""tt1663202""], ""secondaryNominees"": [""nm0523881""]}"
"Academy Awards, USA",ev0000003,2016,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Carol'],['tt2402927'],['Edward Lachman'],['nm0005767'],an0704516,False,"{""primaryNominees"": [""tt2402927""], ""secondaryNominees"": [""nm0005767""]}"
"Academy Awards, USA",ev0000003,2016,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Mad Max: Fury Road'],['tt1392190'],['John Seale'],['nm0005868'],an0704518,False,"{""primaryNominees"": [""tt1392190""], ""secondaryNominees"": [""nm0005868""]}"
"Academy Awards, USA",ev0000003,2016,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Sicario'],['tt3397884'],['Roger Deakins'],['nm0005683'],an0704520,False,"{""primaryNominees"": [""tt3397884""], ""secondaryNominees"": [""nm0005683""]}"
"Academy Awards, USA",ev0000003,2016,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['The Hateful Eight'],['tt3460252'],['Robert Richardson'],['nm0724744'],an0704517,False,"{""primaryNominees"": [""tt3460252""], ""secondaryNominees"": [""nm0724744""]}"
"Academy Awards, USA",ev0000003,2017,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['La La Land'],['tt3783958'],['Linus Sandgren'],['nm0761874'],an0808570,True,"{""primaryNominees"": [""tt3783958""], ""secondaryNominees"": [""nm0761874""]}"
"Academy Awards, USA",ev0000003,2017,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Arrival'],['tt2543164'],['Bradford Young'],['nm2284226'],an0808569,False,"{""primaryNominees"": [""tt2543164""], ""secondaryNominees"": [""nm2284226""]}"
"Academy Awards, USA",ev0000003,2017,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Lion'],['tt3741834'],['Greig Fraser'],['nm0292132'],an0808571,False,"{""primaryNominees"": [""tt3741834""], ""secondaryNominees"": [""nm0292132""]}"
"Academy Awards, USA",ev0000003,2017,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Moonlight'],['tt4975722'],['James Laxton'],['nm0493439'],an0808572,False,"{""primaryNominees"": [""tt4975722""], ""secondaryNominees"": [""nm0493439""]}"
"Academy Awards, USA",ev0000003,2017,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Silence'],['tt0490215'],['Rodrigo Prieto'],['nm0006509'],an0808573,False,"{""primaryNominees"": [""tt0490215""], ""secondaryNominees"": [""nm0006509""]}"
"Academy Awards, USA",ev0000003,2018,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Blade Runner 2049'],['tt1856101'],['Roger Deakins'],['nm0005683'],an0908199,True,"{""primaryNominees"": [""tt1856101""], ""secondaryNominees"": [""nm0005683""]}"
"Academy Awards, USA",ev0000003,2018,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Darkest Hour'],['tt4555426'],['Bruno Delbonnel'],['nm0216632'],an0943626,False,"{""primaryNominees"": [""tt4555426""], ""secondaryNominees"": [""nm0216632""]}"
"Academy Awards, USA",ev0000003,2018,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Dunkirk'],['tt5013056'],['Hoyte Van Hoytema'],['nm0887227'],an0943621,False,"{""primaryNominees"": [""tt5013056""], ""secondaryNominees"": [""nm0887227""]}"
"Academy Awards, USA",ev0000003,2018,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Mudbound'],['tt2396589'],['Rachel Morrison'],['nm1121126'],an0943623,False,"{""primaryNominees"": [""tt2396589""], ""secondaryNominees"": [""nm1121126""]}"
"Academy Awards, USA",ev0000003,2018,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['The Shape of Water'],['tt5580390'],['Dan Laustsen'],['nm0491565'],an0943624,False,"{""primaryNominees"": [""tt5580390""], ""secondaryNominees"": [""nm0491565""]}"
"Academy Awards, USA",ev0000003,2019,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Roma'],['tt6155172'],['Alfonso Cuarón'],['nm0190859'],an1139342,True,"{""primaryNominees"": [""tt6155172""], ""secondaryNominees"": [""nm0190859""]}"
"Academy Awards, USA",ev0000003,2019,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['A Star Is Born'],['tt1517451'],['Matthew Libatique'],['nm0508732'],an1141380,False,"{""primaryNominees"": [""tt1517451""], ""secondaryNominees"": [""nm0508732""]}"
"Academy Awards, USA",ev0000003,2019,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Cold War'],['tt6543652'],['Lukasz Zal'],['nm2617994'],an1141381,False,"{""primaryNominees"": [""tt6543652""], ""secondaryNominees"": [""nm2617994""]}"
"Academy Awards, USA",ev0000003,2019,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Never Look Away'],['tt5311542'],['Caleb Deschanel'],['nm0221042'],an1141490,False,"{""primaryNominees"": [""tt5311542""], ""secondaryNominees"": [""nm0221042""]}"
"Academy Awards, USA",ev0000003,2019,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['The Favourite'],['tt5083738'],['Robbie Ryan'],['nm0752811'],an1141379,False,"{""primaryNominees"": [""tt5083738""], ""secondaryNominees"": [""nm0752811""]}"
"Academy Awards, USA",ev0000003,2020,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['1917'],['tt8579674'],['Roger Deakins'],['nm0005683'],an1295851,True,"{""primaryNominees"": [""tt8579674""], ""secondaryNominees"": [""nm0005683""]}"
"Academy Awards, USA",ev0000003,2020,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Joker'],['tt7286456'],['Lawrence Sher'],['nm0003394'],an1295856,False,"{""primaryNominees"": [""tt7286456""], ""secondaryNominees"": [""nm0003394""]}"
"Academy Awards, USA",ev0000003,2020,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Once Upon a Time... in Hollywood'],['tt7131622'],['Robert Richardson'],['nm0724744'],an1295852,False,"{""primaryNominees"": [""tt7131622""], ""secondaryNominees"": [""nm0724744""]}"
"Academy Awards, USA",ev0000003,2020,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['The Irishman'],['tt1302006'],['Rodrigo Prieto'],['nm0006509'],an1295853,False,"{""primaryNominees"": [""tt1302006""], ""secondaryNominees"": [""nm0006509""]}"
"Academy Awards, USA",ev0000003,2020,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['The Lighthouse'],['tt7984734'],['Jarin Blaschke'],['nm1144916'],an1295855,False,"{""primaryNominees"": [""tt7984734""], ""secondaryNominees"": [""nm1144916""]}"
"Academy Awards, USA",ev0000003,2021,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Judas and the Black Messiah'],['tt9784798'],['Sean Bobbitt'],['nm0090312'],an1482212,False,"{""primaryNominees"": [""tt9784798""], ""secondaryNominees"": [""nm0090312""]}"
"Academy Awards, USA",ev0000003,2021,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Mank'],['tt10618286'],['Erik Messerschmidt'],['nm0582081'],an1480773,False,"{""primaryNominees"": [""tt10618286""], ""secondaryNominees"": [""nm0582081""]}"
"Academy Awards, USA",ev0000003,2021,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['News of the World'],['tt6878306'],['Dariusz Wolski'],['nm0003011'],an1480775,False,"{""primaryNominees"": [""tt6878306""], ""secondaryNominees"": [""nm0003011""]}"
"Academy Awards, USA",ev0000003,2021,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['Nomadland'],['tt9770150'],['Joshua James Richards'],['nm4452305'],an1480772,False,"{""primaryNominees"": [""tt9770150""], ""secondaryNominees"": [""nm4452305""]}"
"Academy Awards, USA",ev0000003,2021,Oscar,Best Achievement in Cinematography,Best Achievement in Cinematography,['The Trial of the Chicago 7'],['tt1070874'],['Phedon Papamichael'],['nm0003659'],an1482213,False,"{""primaryNominees"": [""tt1070874""], ""secondaryNominees"": [""nm0003659""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['The Aviator'],['tt0338751'],"['Dante Ferretti', 'Francesca Lo Schiavo']","['nm0274721', 'nm0521302']",an0056590,True,"{""primaryNominees"": [""tt0338751""], ""secondaryNominees"": [""nm0274721"", ""nm0521302""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['A Series of Unfortunate Events'],['tt0339291'],"['Rick Heinrichs', 'Cheryl Carasik']","['nm0374511', 'nm0135974']",an0056592,False,"{""primaryNominees"": [""tt0339291""], ""secondaryNominees"": [""nm0374511"", ""nm0135974""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['A Very Long Engagement'],['tt0344510'],['Aline Bonetto'],['nm0094355'],an0056594,False,"{""primaryNominees"": [""tt0344510""], ""secondaryNominees"": [""nm0094355""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Finding Neverland'],['tt0308644'],"['Gemma Jackson', 'Trisha Edwards']","['nm0413541', 'nm0250423']",an0056591,False,"{""primaryNominees"": [""tt0308644""], ""secondaryNominees"": [""nm0413541"", ""nm0250423""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['The Phantom of the Opera'],['tt0293508'],"['Anthony Pratt', 'Celia Bobak']","['nm0695421', 'nm0090278']",an0056593,False,"{""primaryNominees"": [""tt0293508""], ""secondaryNominees"": [""nm0695421"", ""nm0090278""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Memoirs of a Geisha'],['tt0397535'],"['John Myhre', 'Gretchen Rau']","['nm0616924', 'nm0711956']",an0057359,True,"{""primaryNominees"": [""tt0397535""], ""secondaryNominees"": [""nm0616924"", ""nm0711956""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,"['Good Night, and Good Luck.']",['tt0433383'],"['Jim Bissell', 'Jan Pascale']","['nm0084304', 'nm0664308']",an0057360,False,"{""primaryNominees"": [""tt0433383""], ""secondaryNominees"": [""nm0084304"", ""nm0664308""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Harry Potter and the Goblet of Fire'],['tt0330373'],"['Stuart Craig', 'Stephenie McMillan']","['nm0186023', 'nm0573328']",an0057361,False,"{""primaryNominees"": [""tt0330373""], ""secondaryNominees"": [""nm0186023"", ""nm0573328""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['King Kong'],['tt0360717'],"['Grant Major', 'Dan Hennah', 'Simon Bright']","['nm0538194', 'nm0377172', 'nm0109186']",an0057362,False,"{""primaryNominees"": [""tt0360717""], ""secondaryNominees"": [""nm0538194"", ""nm0377172"", ""nm0109186""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Pride & Prejudice'],['tt0414387'],"['Sarah Greenwood', 'Katie Spencer']","['nm0339391', 'nm0818005']",an0057363,False,"{""primaryNominees"": [""tt0414387""], ""secondaryNominees"": [""nm0339391"", ""nm0818005""]}"
"Academy Awards, USA",ev0000003,2007,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,"[""Pan's Labyrinth""]",['tt0457430'],"['Eugenio Caballero', 'Pilar Revuelta']","['nm0127429', 'nm0720950']",an0056725,True,"{""primaryNominees"": [""tt0457430""], ""secondaryNominees"": [""nm0127429"", ""nm0720950""]}"
"Academy Awards, USA",ev0000003,2007,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Dreamgirls'],['tt0443489'],"['John Myhre', 'Nancy Haigh']","['nm0616924', 'nm0354101']",an0056726,False,"{""primaryNominees"": [""tt0443489""], ""secondaryNominees"": [""nm0616924"", ""nm0354101""]}"
"Academy Awards, USA",ev0000003,2007,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,"[""Pirates of the Caribbean: Dead Man's Chest""]",['tt0383574'],"['Rick Heinrichs', 'Cheryl Carasik']","['nm0374511', 'nm0135974']",an0056728,False,"{""primaryNominees"": [""tt0383574""], ""secondaryNominees"": [""nm0374511"", ""nm0135974""]}"
"Academy Awards, USA",ev0000003,2007,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['The Good Shepherd'],['tt0343737'],"['Jeannine Oppewall', 'Gretchen Rau', 'Leslie E. Rollins']","['nm0649223', 'nm0711956', 'nm0738443']",an0056727,False,"{""primaryNominees"": [""tt0343737""], ""secondaryNominees"": [""nm0649223"", ""nm0711956"", ""nm0738443""]}"
"Academy Awards, USA",ev0000003,2007,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['The Prestige'],['tt0482571'],"['Nathan Crowley', 'Julie Ochipinti']","['nm0189769', 'nm1540623']",an0056729,False,"{""primaryNominees"": [""tt0482571""], ""secondaryNominees"": [""nm0189769"", ""nm1540623""]}"
"Academy Awards, USA",ev0000003,2008,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Sweeney Todd: The Demon Barber of Fleet Street'],['tt0408236'],"['Dante Ferretti', 'Francesca Lo Schiavo']","['nm0274721', 'nm0521302']",an0052357,True,"{""primaryNominees"": [""tt0408236""], ""secondaryNominees"": [""nm0274721"", ""nm0521302""]}"
"Academy Awards, USA",ev0000003,2008,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['American Gangster'],['tt0765429'],"['Arthur Max', 'Beth A. Rubino']","['nm0561480', 'nm0748211']",an0052358,False,"{""primaryNominees"": [""tt0765429""], ""secondaryNominees"": [""nm0561480"", ""nm0748211""]}"
"Academy Awards, USA",ev0000003,2008,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Atonement'],['tt0783233'],"['Sarah Greenwood', 'Katie Spencer']","['nm0339391', 'nm0818005']",an0052359,False,"{""primaryNominees"": [""tt0783233""], ""secondaryNominees"": [""nm0339391"", ""nm0818005""]}"
"Academy Awards, USA",ev0000003,2008,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['The Golden Compass'],['tt0385752'],"['Dennis Gassner', 'Anna Pinnock']","['nm0309357', 'nm0003519']",an0052360,False,"{""primaryNominees"": [""tt0385752""], ""secondaryNominees"": [""nm0309357"", ""nm0003519""]}"
"Academy Awards, USA",ev0000003,2008,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['There Will Be Blood'],['tt0469494'],"['Jack Fisk', 'Jim Erickson']","['nm0279926', 'nm1075312']",an0052361,False,"{""primaryNominees"": [""tt0469494""], ""secondaryNominees"": [""nm0279926"", ""nm1075312""]}"
"Academy Awards, USA",ev0000003,2009,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['The Curious Case of Benjamin Button'],['tt0421715'],"['Donald Graham Burt', 'Victor J. Zolfo']","['nm0123426', 'nm0957672']",an0048935,True,"{""primaryNominees"": [""tt0421715""], ""secondaryNominees"": [""nm0123426"", ""nm0957672""]}"
"Academy Awards, USA",ev0000003,2009,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Changeling'],['tt0824747'],"['James J. Murakami', 'Gary Fettis']","['nm0613468', 'nm0275361']",an0048936,False,"{""primaryNominees"": [""tt0824747""], ""secondaryNominees"": [""nm0613468"", ""nm0275361""]}"
"Academy Awards, USA",ev0000003,2009,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Revolutionary Road'],['tt0959337'],"['Kristi Zea', 'Debra Schutt']","['nm0954034', 'nm0776897']",an0048939,False,"{""primaryNominees"": [""tt0959337""], ""secondaryNominees"": [""nm0954034"", ""nm0776897""]}"
"Academy Awards, USA",ev0000003,2009,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['The Dark Knight'],['tt0468569'],"['Nathan Crowley', 'Peter Lando']","['nm0189769', 'nm0484885']",an0048937,False,"{""primaryNominees"": [""tt0468569""], ""secondaryNominees"": [""nm0189769"", ""nm0484885""]}"
"Academy Awards, USA",ev0000003,2009,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['The Duchess'],['tt0864761'],"['Michael Carlin', 'Rebecca Alleway']","['nm0137528', 'nm0021284']",an0048938,False,"{""primaryNominees"": [""tt0864761""], ""secondaryNominees"": [""nm0137528"", ""nm0021284""]}"
"Academy Awards, USA",ev0000003,2010,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Avatar'],['tt0499549'],"['Rick Carter', 'Robert Stromberg', 'Kim Sinclair']","['nm0141437', 'nm0834902', 'nm0801662']",an0349323,True,"{""primaryNominees"": [""tt0499549""], ""secondaryNominees"": [""nm0141437"", ""nm0834902"", ""nm0801662""]}"
"Academy Awards, USA",ev0000003,2010,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Nine'],['tt0875034'],"['John Myhre', 'Gordon Sim']","['nm0616924', 'nm0799246']",an0349324,False,"{""primaryNominees"": [""tt0875034""], ""secondaryNominees"": [""nm0616924"", ""nm0799246""]}"
"Academy Awards, USA",ev0000003,2010,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Sherlock Holmes'],['tt0988045'],"['Sarah Greenwood', 'Katie Spencer']","['nm0339391', 'nm0818005']",an0349325,False,"{""primaryNominees"": [""tt0988045""], ""secondaryNominees"": [""nm0339391"", ""nm0818005""]}"
"Academy Awards, USA",ev0000003,2010,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['The Imaginarium of Doctor Parnassus'],['tt1054606'],"['David Warren', 'Anastasia Masaro', 'Caroline Smith']","['nm0912790', 'nm0556085', 'nm0807618']",an0349326,False,"{""primaryNominees"": [""tt1054606""], ""secondaryNominees"": [""nm0912790"", ""nm0556085"", ""nm0807618""]}"
"Academy Awards, USA",ev0000003,2010,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['The Young Victoria'],['tt0962736'],"['Patrice Vermette', 'Maggie Gray']","['nm0894411', 'nm0336799']",an0349327,False,"{""primaryNominees"": [""tt0962736""], ""secondaryNominees"": [""nm0894411"", ""nm0336799""]}"
"Academy Awards, USA",ev0000003,2011,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Alice in Wonderland'],['tt1014759'],"['Robert Stromberg', ""Karen O'Hara""]","['nm0834902', 'nm0641286']",an0349312,True,"{""primaryNominees"": [""tt1014759""], ""secondaryNominees"": [""nm0834902"", ""nm0641286""]}"
"Academy Awards, USA",ev0000003,2011,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Harry Potter and the Deathly Hallows: Part 1'],['tt0926084'],"['Stuart Craig', 'Stephenie McMillan']","['nm0186023', 'nm0573328']",an0349313,False,"{""primaryNominees"": [""tt0926084""], ""secondaryNominees"": [""nm0186023"", ""nm0573328""]}"
"Academy Awards, USA",ev0000003,2011,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Inception'],['tt1375666'],"['Guy Hendrix Dyas', 'Larry Dias', 'Douglas A. Mowat']","['nm0245596', 'nm0224878', 'nm0610245']",an0349314,False,"{""primaryNominees"": [""tt1375666""], ""secondaryNominees"": [""nm0245596"", ""nm0224878"", ""nm0610245""]}"
"Academy Awards, USA",ev0000003,2011,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,"[""The King's Speech""]",['tt1504320'],"['Eve Stewart', 'Judy Farr']","['nm0829378', 'nm0268035']",an0349315,False,"{""primaryNominees"": [""tt1504320""], ""secondaryNominees"": [""nm0829378"", ""nm0268035""]}"
"Academy Awards, USA",ev0000003,2011,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['True Grit'],['tt1403865'],"['Jess Gonchor', 'Nancy Haigh']","['nm0327211', 'nm0354101']",an0349316,False,"{""primaryNominees"": [""tt1403865""], ""secondaryNominees"": [""nm0327211"", ""nm0354101""]}"
"Academy Awards, USA",ev0000003,2012,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Hugo'],['tt0970179'],"['Dante Ferretti', 'Francesca Lo Schiavo']","['nm0274721', 'nm0521302']",an0368247,True,"{""primaryNominees"": [""tt0970179""], ""secondaryNominees"": [""nm0274721"", ""nm0521302""]}"
"Academy Awards, USA",ev0000003,2012,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Harry Potter and the Deathly Hallows: Part 2'],['tt1201607'],"['Stuart Craig', 'Stephenie McMillan']","['nm0186023', 'nm0573328']",an0368246,False,"{""primaryNominees"": [""tt1201607""], ""secondaryNominees"": [""nm0186023"", ""nm0573328""]}"
"Academy Awards, USA",ev0000003,2012,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['Midnight in Paris'],['tt1605783'],"['Anne Seibel', 'Hélène Dubreuil']","['nm0796740', 'nm0239571']",an0368248,False,"{""primaryNominees"": [""tt1605783""], ""secondaryNominees"": [""nm0796740"", ""nm0239571""]}"
"Academy Awards, USA",ev0000003,2012,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['The Artist'],['tt1655442'],"['Laurence Bennett', 'Robert Gould']","['nm0071879', 'nm0332481']",an0368245,False,"{""primaryNominees"": [""tt1655442""], ""secondaryNominees"": [""nm0071879"", ""nm0332481""]}"
"Academy Awards, USA",ev0000003,2012,Oscar,Best Achievement in Art Direction,Best Achievement in Production Design,['War Horse'],['tt1568911'],"['Rick Carter', 'Lee Sandales']","['nm0141437', 'nm0761227']",an0368249,False,"{""primaryNominees"": [""tt1568911""], ""secondaryNominees"": [""nm0141437"", ""nm0761227""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Achievement in Film Editing,Best Achievement in Film Editing,['The Aviator'],['tt0338751'],['Thelma Schoonmaker'],['nm0774817'],an0056585,True,"{""primaryNominees"": [""tt0338751""], ""secondaryNominees"": [""nm0774817""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Achievement in Film Editing,Best Achievement in Film Editing,['Collateral'],['tt0369339'],"['Jim Miller', 'Paul Rubell']","['nm0588607', 'nm0747824']",an0056586,False,"{""primaryNominees"": [""tt0369339""], ""secondaryNominees"": [""nm0588607"", ""nm0747824""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Achievement in Film Editing,Best Achievement in Film Editing,['Finding Neverland'],['tt0308644'],['Matt Chesse'],['nm0156276'],an0056587,False,"{""primaryNominees"": [""tt0308644""], ""secondaryNominees"": [""nm0156276""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Achievement in Film Editing,Best Achievement in Film Editing,['Million Dollar Baby'],['tt0405159'],['Joel Cox'],['nm0185088'],an0056588,False,"{""primaryNominees"": [""tt0405159""], ""secondaryNominees"": [""nm0185088""]}"
"Academy Awards, USA",ev0000003,2005,Oscar,Best Achievement in Film Editing,Best Achievement in Film Editing,['Ray'],['tt0350258'],['Paul Hirsch'],['nm0386532'],an0056589,False,"{""primaryNominees"": [""tt0350258""], ""secondaryNominees"": [""nm0386532""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Achievement in Film Editing,Best Achievement in Film Editing,['Crash'],['tt0375679'],['Hughes Winborne'],['nm0003893'],an0057354,True,"{""primaryNominees"": [""tt0375679""], ""secondaryNominees"": [""nm0003893""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Achievement in Film Editing,Best Achievement in Film Editing,['Cinderella Man'],['tt0352248'],"['Daniel P. Hanley', 'Mike Hill']","['nm0360067', 'nm0384528']",an0057355,False,"{""primaryNominees"": [""tt0352248""], ""secondaryNominees"": [""nm0360067"", ""nm0384528""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Achievement in Film Editing,Best Achievement in Film Editing,['Munich'],['tt0408306'],['Michael Kahn'],['nm0434883'],an0057357,False,"{""primaryNominees"": [""tt0408306""], ""secondaryNominees"": [""nm0434883""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Achievement in Film Editing,Best Achievement in Film Editing,['The Constant Gardener'],['tt0387131'],['Claire Simpson'],['nm0800943'],an0057356,False,"{""primaryNominees"": [""tt0387131""], ""secondaryNominees"": [""nm0800943""]}"
"Academy Awards, USA",ev0000003,2006,Oscar,Best Achievement in Film Editing,Best Achievement in Film Editing,['Walk the Line'],['tt0358273'],['Michael McCusker'],['nm0567331'],an0057358,False,"{""primaryNominees"": [""tt0358273""], ""secondaryNominees"": [""nm0567331""]}"
"Academy Awards, USA",ev0000003,2007,Oscar,Best Achievement in Film Editing,Best Achievement in Film Editing,['The Departed'],['tt0407887'],['Thelma Schoonmaker'],['nm0774817'],an0056720,True,"{""primaryNominees"": [""tt0407887""], ""secondaryNominees"": [""nm0774817""]}"
"Academy Awards, USA",ev0000003,2007,Oscar,Best Achievement in Film Editing,Best Achievement in Film Editing,['Babel'],['tt0449467'],"['Douglas Crise', 'Stephen Mirrione']","['nm0187954', 'nm0592537']",an0056721,False,"{""primaryNominees"": [""tt0449467""], ""secondaryNominees"": [""nm0187954"", ""nm0592537""]}"
"Academy Awards, USA",ev0000003,2007,Oscar,Best Achievement in Film Editing,Best Achievement in Film Editing,['Blood Diamond'],['tt0450259'],['Steven Rosenblum'],['nm0742475'],an0056722,False,"{""primaryNominees"": [""tt0450259""], ""secondaryNominees"": [""nm0742475""]}"
